name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,,,
mpl_kls_airstrike_whistle,exp\mortar\whistle\close\close.wav,evt_3d,,mpl_kls_dist_whistle,event,94,94,,800,2000,,curve2,curve2,,,,,1,reject,0,700,,90,90,0.25,1,3d,,looping,,,,95,,,,,,,0.2,,,,,,,,,yes,,,,,yes,,,,,,,,event,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_kls_bomb_impact,EXP\artillery\explosion\new,evt_3d,,exp_bomb_hi_mid,explosion,98,98,,4000,18500,30000,log1,,,,7,,,,,,,,,,,,,,,,,,,,,100,750,97,0.25,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
exp_bomb_hi_mid,exp\hi_mid,evt_3d,,exp_bomb_dirt_debris,event,97,100,,4000,9000,10000,,,,,,,,,,,,,,,,3d,,,,,,,,all,,,,,0,,,,,,,,,,,,,,yes,,,,,,,,explosion,,,
exp_bomb_dirt_debris,EXP\debris\dirt,evt_3d,,exp_mortar_lfe,explosion,98,98,,350,2250,3000,,,,,7,,,,,,,,,,,,,,,,1000,,,,,50,500,94,0.25,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
exp_bomb_lfe,EXP\artillery\lfe,evt_3d,,exp_mortar_dist,explosion,98,98,,2500,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,lfe,,,,,0,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp_bomb_dist,EXP\distant\generic,evt_3d,,exp_mortar_flux_l,event,100,100,,8000,54000,64000,log3,log3,,,7,,,,,,,,,,,,,,,,,,,,,,,,0,,yes,no,,,,,,,,,,,yes,,,,,,,,,,,
exp_bomb_flux_l,EXP\artillery\flux\flux_l.wav,evt_3d,,exp_mortar_flux_r,event,92,94,,50,2000,2500,log0,,,,7,,,,-300,300,,,,,,,,,,,750,,,,,,,,0.25,,yes,no,left_player,2500,,,,,,,,,yes,,,,,,,,,,,
exp_bomb_flux_r,EXP\artillery\flux\flux_r.wav,evt_3d,,,event,92,94,,50,2000,2500,log0,,,,7,,,,-300,300,,,,,,,,,,,750,,,,,,,,0.25,,yes,no,right_player,2500,,,,,,,,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_kls_exlpo_tinitus,CHR\tinitus\chr_tinitus.wav,EVT_MP_ARTSTRIKE,,,event,90,90,,,,,,,,,1,reject,,,,,,,,,,2d,loaded,,,,1000,0,,quad,,1200,2000,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
# Radio Filey,`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_radio_on,mpl\radio\fly_radio_on.wav,FLY_STEP_RUN_PLR_2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
fly_radio_off,mpl\radio\fly_radio_off.wav,FLY_STEP_RUN_PLR_2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Naplam kls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_kls_napalm_exlpo,exp\napalm\explosion_##,EVT_MP_ARTSTRIKE,,mpl_kls_napalm_exlpo_dist,explosion,96,96,,500,6000,,,,,,,,,,-182,133,,50,80,0.15,0.75,3d,,,,,,,mp_napalm,,,,,,0.2,,,no,,,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_kls_napalm_exlpo_dist,exp\distant\generic,EVT_MP_ARTSTRIKE,,mpl_kls_napalm_exlpo_fireball,explosion,96,96,,4000,20000,,,,,,,,,,-182,133,,50,80,0.15,0.75,3d,,,,,,,,,,,,,0.2,,,no,,,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_kls_napalm_exlpo_fireball,exp\hi_mid,EVT_MP_ARTSTRIKE,,mpl_kls_napalm_exlpo_tinitus,event,96,96,,1000,6000,,,,,,,,,,,,,,,,,3d,,,,,,,,all,,,,,0,,,,,,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_kls_napalm_exlpo_tinitus,CHR\tinitus\chr_tinitus.wav,EVT_MP_ARTSTRIKE,,mpl_kls_napalm_air,event,0,0,,,,,,,,,1,reject,,,,,,,,,,2d,loaded,,,,1000,0,,quad,,1200,2000,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
mpl_kls_napalm_air,exp\napalm\air\air.wav,EVT_MP_ARTSTRIKE,,mpl_kls_napalm_lfe,explosion,96,96,,750,3000,3500,,,,,1,reject,,,-182,133,,50,80,0.15,0.75,3d,,,,,350,100,mp_napalm_air,,,400,800,89,0.2,,,no,,,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_kls_napalm_lfe,exp\napalm\lfe\lfe.wav,EVT_MP_ARTSTRIKE,,mpl_kls_napalm_flux_l,explosion,96,96,,2500,10000,,,,,,,,,,-182,133,,50,80,0.15,0.75,3d,,,,,,100,,lfe,,,,,,,,no,,,,,,,,,,,,,,,,,,,explosion,,,
mpl_kls_napalm_flux_l,exp\napalm\flux\flux_L.wav,EVT_MP_ARTSTRIKE,,mpl_kls_napalm_flux_r,explosion,96,96,,750,1000,2000,,,,,1,reject,,,-182,133,,50,80,0.15,0.75,3d,,,,,,,,,,,,,0.2,,,no,left_player,4500,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_kls_napalm_flux_r,exp\napalm\flux\flux_R.wav,EVT_MP_ARTSTRIKE,,,explosion,96,96,,750,1000,2000,,,,,1,reject,,,-182,133,,50,80,0.15,0.75,3d,,,,,,,,,,,,,0.2,,,no,right_player,4500,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_kls_napalm_fire,dst\generic\fire\med,EVT_MP_ARTSTRIKE,,,explosion,96,96,,300,2000,4000,,,,,,,,,-182,133,,50,80,0.15,0.75,3d,,looping,,,,,,,,,,,0.2,,,,,,,,,,,,,,yes,,,,,,,,explosion,,,
#mpl_kls_napalm_exlpo_fireball,exp\napalm\fireball\fireball.wav,EVT_MP_ARTSTRIKE,,,explosion,96,96,,500,4000,,,,,,1,reject,,,-182,133,,50,80,0.15,0.75,3d,streamed,,,,,,,quad,,,,,0.2,,,no,,,,,,,,,,,yes,,,,,,,,explosion,,,
#mpl_kls_napalm_exlpo_fireball,,EVT_MP_ARTSTRIKE,,,explosion,96,96,,500,4000,,,,,,1,reject,,,-182,133,,50,80,0.15,0.75,3d,streamed,,,,,,,quad,,,,,0.2,,,no,,,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_player_burn_loop,wpn\flame\npc\body_burn\body_burn_00.wav,EVT_MP_ARTSTRIKE,,,explosion,92,92,,75,350,800,,,,,3,priority,,,-182,133,,10,80,0.15,0.75,3d,streamed,looping,,,,,,,,,,,0.2,,,,,,,,,,,,,,yes,,,,,,,,explosion,,,
mpl_player_burn,wpn\flame\npc\body_burn\body_burn_00.wav,EVT_MP_ARTSTRIKE,,,explosion,92,92,,75,350,800,,,,,3,priority,,,-182,133,,10,80,0.15,0.75,3d,streamed,,,,,,,,,,,,0.2,,,,,,,,,,,,,,yes,,,,,,,,explosion,,,
# napalm marker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#mpl_kls_marker_drop,exp\napalm\marker\drop\drop.wav,EVT_MP_ARTSTRIKE,,,event,98,98,,2000,30000,,,,,,,,,,0,0,,100,100,0.25,1,3d,,,,,,100,,,,,,,0.3,,,no,,,,,,yes,,,,,,,,,,,,,event,,,
#mpl_kls_marker_loop,exp\napalm\marker\loop\loop.wav,EVT_MP_ARTSTRIKE,,,event,98,98,,2000,24000,,curve2,,,,,,,,0,0,,100,100,0.25,1,3d,,looping,,,,100,,,,,,,0.3,,,no,,,,,,,,,,,,,,,,,,,event,,,
mpl_kls_napalm_whistle,exp\mortar\whistle\medium\medium.wav,EVT_MP_ARTSTRIKE,,,event,94,94,,1200,6500,7000,,curve3,,,,,1,reject,0,700,,90,90,0.25,1,3d,,looping,,,,100,,,,,,,0.4,,,no,,,,,,yes,,,,,yes,,,,,,,,event,,,
# US napalm jet flyover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_us_napalm_wash,veh\jets\f4\flyby_2362\wash\wash.wav,VEH_MP_JET,,evt_us_napalm_apex,vehicle,97,97,,6000,42000,42000,,,,,,,1,,-281,315,,100,100,0.25,1,3d,streamed,,pitch,,,100,,,,1500,20000,98,0.2,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_napalm_apex,veh\jets\f4\flyby_2362\apex\apex.wav,VEH_MP_JET,,evt_us_napalm_lfe,vehicle,97,97,,8000,30000,42000,,,,,,,1,,-88,165,,100,100,0.25,1,3d,streamed,,,,,100,,,,1500,20000,98,0.2,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_napalm_lfe,veh\jets\f4\flyby_2362\lfe\lfe.wav,VEH_MP_JET,,,vehicle,96,96,,6000,42000,42000,,,,,,,1,,0,0,,100,100,0.25,1,2d,streamed,,,,,100,,lfe,,1500,20000,98,0.2,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
#evt_us_napalm_flyby_2d,veh\jets\mig\flyby_7825\wash\wash.wav,VEH_MP_JET,,,vehicle,97,97,,1250,42000,42000,,,,,,,,,-88,165,,100,100,0.25,1,2d,streamed,,,,,100,,music_all,,521,4000,100,0,0,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_us_napalm_flare_wash,veh\jets\f4\flyby_2362\wash\wash.wav,VEH_MP_JET,,evt_us_napalm_flare_apex,vehicle,98,98,,6000,42000,42000,,,,,,,1,,-281,315,,100,100,0.25,1,3d,streamed,,pitch,,,100,,,,1500,20000,98,0.2,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_napalm_flare_apex,veh\jets\f4\flyby_2362\apex\apex.wav,VEH_MP_JET,,evt_us_napalm_flare_lfe,vehicle,98,98,,8000,30000,42000,,,,,,,1,,-88,165,,100,100,0.25,1,3d,streamed,,,,,100,,,,1500,20000,98,0.2,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
evt_us_napalm_flare_lfe,veh\jets\f4\flyby_2362\lfe\lfe.wav,VEH_MP_JET,,,vehicle,92,92,,6000,42000,42000,,,,,,,1,,0,0,,100,100,0.25,1,2d,streamed,,,,,100,,lfe,,1500,20000,98,0.2,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
#evt_us_napalm_flare_flyby_2d,veh\jets\mig\flyby_7825\wash\wash.wav,VEH_MP_JET,,,vehicle,98,98,,1250,42000,42000,,,,,,,,,-88,165,,100,100,0.25,1,2d,streamed,,,,,100,,music_all,,521,4000,100,0,0,,,,,,,,,,,,,,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MIG fly by (TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#veh_mig_flyby_wash,veh\jets\mig\flyby_7825\wash\wash.wav,,,veh_mig_flyby_apex,vehicle,96,96,,1250,42000,,,,,,,,,,-88,165,,100,100,0.25,1,2d,streamed,,,,,100,,music_all,,521,4000,100,0,0,,,,,,,,,,,,,,,,,,,,,vehicle_mp,,,
#veh_mig_flyby_apex,veh\jets\mig\flyby_7825\apex\apex.wav,,,,vehicle,100,100,,2250,42000,,,,,,,,,,-281,315,,100,100,0.25,1,3d,streamed,looping,pitch,,1825,100,,,,521,4000,100,0,0,,,,,,,,,,,,,,,,,,,,,vehicle_mp,,,
#veh_mig_flyby_lfe,veh\jets\mig\flyby_7825\lfe\lfe.wav,,,,vehicle,97,97,,1250,42000,,,,,,,,,,0,0,,100,100,0.25,1,2d,,,,,1580,100,,lfe,,521,4000,100,0,0,,,,,,,,,,,,,,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# B52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veh_b52_flyby_wash,veh\jets\B52\veh_B52_flyover_st.wav,VEH_MP_JET,,veh_b52_flyby_LFE,vehicle,96,96,,6000,22000,42000,,,,,,,1,,-88,165,,100,100,0.25,1,3d,streamed,,,,,100,,music_all,,521,3000,100,0.1,0,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
veh_b52_flyby_LFE,veh\jets\B52\veh_B52_flyover_lfe.wav,VEH_MP_JET,,,vehicle,96,96,,6000,22000,42000,,,,,,,1,,0,0,,100,100,0.25,1,2d,streamed,,,,5000,100,,lfe,,,,,0,,,no,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Rc Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_veh_rc_eng_npc,veh\rc\engine\run.wav,,mp_veh_rc,,vehicle,97,97,,35,3600,,log2,,,,,,,,0,0,,,,,,3d,,looping,,,,,,,,,,,0.3,,,,,,,,,yes,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_load_npc,veh\rc\engine\run.wav,,mp_veh_rc,,vehicle,100,100,,35,1500,,log2,,,,,,,,0,0,,,,,,3d,,looping,,,,,,,,,,,0.3,,,,,,,,,yes,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_idle_npc,veh\rc\engine\idle.wav,,mp_veh_rc,,vehicle,100,100,,35,1500,,log2,,,,,,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,,,,0.3,,,,,,,,,yes,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_eng_plr,veh\rc\engine\run.wav,,mp_veh_rc,,vehicle,95,95,,35,3600,,log2,,,,,,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,,,,0,,,,,,,,,yes,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_load_plr,veh\rc\engine\run.wav,,mp_veh_rc,,vehicle,95,95,,35,3600,,log2,,,,,,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,,,,0,,,,,,,,,yes,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_idle_plr,veh\rc\engine\idle.wav,,mp_veh_rc,,vehicle,95,95,,35,3600,,log2,,,,,,,,0,0,,100,100,0.25,1,3d,,looping,,,,,,,,,,,0,,,,,,,,,yes,,,,,yes,,,,,,,,vehicle_mp,,,
#volume was 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_veh_rc_road_water,veh\rc\road\mud\mud.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_dirt,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_default,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_metal,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_concrete,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_wood,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_gravel,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_grass,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_mud,veh\rc\road\mud\mud.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_snow,veh\rc\road\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_glass,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_asphalt,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_brick,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_plaster,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_sand,veh\rc\road\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_rock,veh\rc\road\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_road_foliage,veh\rc\road\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_veh_rc_peel_water,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_dirt,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_default,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_metal,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_concrete,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_wood,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_gravel,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_grass,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_mud,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_snow,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_glass,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_asphalt,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_brick,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_plaster,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_sand,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_rock,veh\rc\peel\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_peel_foliage,veh\rc\peel\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpl_veh_rc_slide_water,veh\rc\slide\hard\hard.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
mpl_veh_rc_slide_dirt,veh\rc\slide\soft\soft.wav,,mp_veh_rc,,vehicle,90,90,,900,2600,,curve2,,,,,,1,reject,0,0,,100,100,0.25,,3d,,looping,,,,,,,,,,,0.25,,,,,,,,,,,,,,yes,,,,,,,,vehicle_mp,,,
