table,row,field,value
alias,wpn_grenade_explode_metal,dist_max,2000
alias,wpn_grenade_explode_metal,dist_reverb_max,3000
alias,wpn_grenade_explode_metal,occlusion_level,19660
alias,wpn_grenade_explode_paintedmetal,dist_max,2000
alias,wpn_grenade_explode_paintedmetal,dist_reverb_max,3000
alias,wpn_grenade_explode_paintedmetal,occlusion_level,19660
alias,wpn_grenade_explode_paper,dist_max,2000
alias,wpn_grenade_explode_paper,dist_reverb_max,3000
alias,wpn_grenade_explode_paper,occlusion_level,19660
alias,wpn_grenade_explode_plastic,dist_max,2000
alias,wpn_grenade_explode_plastic,dist_reverb_max,3000
alias,wpn_grenade_explode_plastic,occlusion_level,19660
alias,wpn_grenade_explode_player,dist_max,2000
alias,wpn_grenade_explode_player,dist_reverb_max,3000
alias,wpn_grenade_explode_player,occlusion_level,19660
alias,wpn_grenade_explode_rubber,dist_max,2000
alias,wpn_grenade_explode_rubber,dist_reverb_max,3000
alias,wpn_grenade_explode_rubber,occlusion_level,19660
alias,wpn_grenade_explode_tallgrass,dist_max,2000
alias,wpn_grenade_explode_tallgrass,dist_reverb_max,3000
alias,wpn_grenade_explode_tallgrass,occlusion_level,19660
alias,wpn_grenade_explode_water,dist_max,2000
alias,wpn_grenade_explode_water,dist_reverb_max,3000
alias,wpn_grenade_explode_water,occlusion_level,19660
alias,wpn_grenade_explode_water_2,dist_max,2000
alias,wpn_grenade_explode_water_2,dist_reverb_max,3000
alias,wpn_grenade_explode_water_2,occlusion_level,19660
alias,wpn_smoke_grenade_explode,dist_min,1500
alias,wpn_smoke_grenade_explode,dist_max,7500
alias,wpn_smoke_grenade_explode,dist_reverb_max,7501
alias,wpn_grenade_explode,dist_min,1500
alias,wpn_grenade_explode,dist_max,7500
alias,wpn_grenade_explode,dist_reverb_max,8500
alias,wpn_grenade_explode_sub,dist_min,1500
alias,wpn_grenade_explode_sub,dist_max,4000
alias,wpn_grenade_explode_sub,dist_reverb_max,4500
alias,wpn_grenade_explode_flux_l,vol_min,100
alias,wpn_grenade_explode_flux_l,vol_max,100
alias,wpn_grenade_explode_flux_l,move_time,4000
alias,wpn_grenade_explode_flux_r,vol_min,100
alias,wpn_grenade_explode_flux_r,vol_max,100
alias,wpn_grenade_explode_flux_r,move_time,4500
alias,wpn_famas_fire_npc,dist_min,500
alias,wpn_famas_fire_npc,dist_max,5000
alias,wpn_famas_fire_npc,dist_reverb_max,5500
alias,wpn_famas_fire_npc,occlusion_level,19660
alias,wpn_famas_fire_npc_dist,dist_min,250
alias,wpn_famas_silencer_fire_npc,dist_min,250
alias,wpn_famas_silencer_fire_npc,dist_max,3000
alias,wpn_famas_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_famas_silencer_fire_npc,occlusion_level,19660
alias,wpn_famas_silencer_fire_sweet_npc,dist_min,250
alias,wpn_famas_silencer_fire_sweet_npc,dist_max,3000
alias,wpn_famas_silencer_fire_sweet_npc,dist_reverb_max,3001
alias,wpn_enfield_fire_npc,dist_min,500
alias,wpn_enfield_fire_npc,dist_max,5000
alias,wpn_enfield_fire_npc,dist_reverb_max,5500
alias,wpn_enfield_fire_npc,occlusion_level,19660
alias,wpn_enfield_fire_npc_dist,dist_min,250
alias,wpn_enfield_silencer_fire_npc,dist_min,250
alias,wpn_enfield_silencer_fire_npc,dist_max,3000
alias,wpn_enfield_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_enfield_silencer_fire_npc,occlusion_level,19660
alias,wpn_aug_fire_npc,dist_min,500
alias,wpn_aug_fire_npc,dist_max,5000
alias,wpn_aug_fire_npc,dist_reverb_max,5500
alias,wpn_aug_fire_npc,occlusion_level,19660
alias,wpn_aug_fire_npc_dist,dist_min,250
alias,wpn_aug_silencer_fire_npc,dist_min,250
alias,wpn_aug_silencer_fire_npc,dist_max,3000
alias,wpn_aug_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_aug_silencer_fire_npc,occlusion_level,19660
alias,wpn_aug_silencer_fire_sweet_npc,dist_min,250
alias,wpn_g11_fire_npc,dist_min,500
alias,wpn_g11_fire_npc,dist_max,5000
alias,wpn_g11_fire_npc,dist_reverb_max,5500
alias,wpn_g11_fire_npc,occlusion_level,19660
alias,wpn_g11_fire_npc_dist,dist_min,250
alias,wpn_g11_silencer_fire_npc,dist_min,250
alias,wpn_g11_silencer_fire_npc,dist_max,3000
alias,wpn_g11_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_g11_silencer_fire_npc,occlusion_level,19660
alias,wpn_g11_silencer_fire_sweet_npc,dist_min,250
alias,wpn_m16_fire_npc,dist_min,500
alias,wpn_m16_fire_npc,dist_max,5000
alias,wpn_m16_fire_npc,dist_reverb_max,6000
alias,wpn_m16_fire_npc,occlusion_level,19660
alias,wpn_m16_fire_npc_dist,dist_min,250
alias,wpn_m16_silencer_fire_npc,dist_min,250
alias,wpn_m16_silencer_fire_npc,dist_max,3000
alias,wpn_m16_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_m16_silencer_fire_npc,occlusion_level,19660
alias,wpn_commando_fire_npc,dist_min,500
alias,wpn_commando_fire_npc,dist_max,5000
alias,wpn_commando_fire_npc,dist_reverb_max,6000
alias,wpn_commando_fire_npc,occlusion_level,19660
alias,wpn_commando_fire_npc_dist,dist_min,250
alias,wpn_commando_silencer_fire_npc,dist_max,3000
alias,wpn_commando_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_commando_silencer_fire_npc,occlusion_level,19660
alias,wpn_ak47_fire_npc,dist_min,500
alias,wpn_ak47_fire_npc,dist_max,5000
alias,wpn_ak47_fire_npc,dist_reverb_max,6000
alias,wpn_ak47_fire_npc,occlusion_level,19660
alias,wpn_ak47_fire_npc_dist,dist_min,250
alias,wpn_ak47_silencer_fire_npc,dist_max,3000
alias,wpn_ak47_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_ak47_silencer_fire_npc,occlusion_level,19660
alias,wpn_galil_fire_npc,dist_min,500
alias,wpn_galil_fire_npc,dist_max,5000
alias,wpn_galil_fire_npc,dist_reverb_max,6000
alias,wpn_galil_fire_npc,occlusion_level,19660
alias,wpn_galil_fire_npc_dist,dist_min,250
alias,wpn_galil_silencer_fire_npc,dist_max,3000
alias,wpn_galil_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_galil_silencer_fire_npc,occlusion_level,19660
alias,wpn_m14_fire_npc,dist_min,500
alias,wpn_m14_fire_npc,dist_max,5000
alias,wpn_m14_fire_npc,dist_reverb_max,6000
alias,wpn_m14_fire_npc,occlusion_level,19660
alias,wpn_m14_fire_npc_dist,dist_min,250
alias,wpn_m14_silencer_fire_npc,dist_max,3000
alias,wpn_m14_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_m14_silencer_fire_npc,occlusion_level,19660
alias,wpn_fnfal_fire_npc,dist_min,500
alias,wpn_fnfal_fire_npc,dist_max,5000
alias,wpn_fnfal_fire_npc,dist_reverb_max,6000
alias,wpn_fnfal_fire_npc,occlusion_level,19660
alias,wpn_fnfal_fire_npc_dist,dist_min,250
alias,wpn_fnfal_silencer_fire_npc,dist_max,3000
alias,wpn_fnfal_silencer_fire_npc,dist_reverb_max,3001
alias,wpn_fnfal_silencer_fire_npc,occlusion_level,19660
alias,vox_reb1_s01_021A_rus1_f,vol_min,92
alias,vox_reb1_s01_021A_rus1_f,vol_max,92
alias,vox_reb1_s01_021A_rus1_f,limit_count,3
alias,vox_reb1_s01_021A_rus1_f,reverb_send,65535
alias,vox_reb1_s01_021A_rus1_f,occlusion_level,39321
alias,vox_reb1_s01_022A_rus1_f,vol_min,92
alias,vox_reb1_s01_022A_rus1_f,vol_max,92
alias,vox_reb1_s01_022A_rus1_f,limit_count,3
alias,vox_reb1_s01_022A_rus1_f,reverb_send,65535
alias,vox_reb1_s01_022A_rus1_f,occlusion_level,39321
alias,vox_reb1_s01_023A_rus1_f,vol_min,92
alias,vox_reb1_s01_023A_rus1_f,vol_max,92
alias,vox_reb1_s01_023A_rus1_f,limit_count,3
alias,vox_reb1_s01_023A_rus1_f,reverb_send,65535
alias,vox_reb1_s01_023A_rus1_f,occlusion_level,39321
alias,vox_reb1_s01_048A_rus1_f,vol_min,92
alias,vox_reb1_s01_048A_rus1_f,vol_max,92
alias,vox_reb1_s01_048A_rus1_f,limit_count,3
alias,vox_reb1_s01_048A_rus1_f,reverb_send,65535
alias,vox_reb1_s01_048A_rus1_f,occlusion_level,39321
alias,vox_reb1_s02_050A_rus1_f,vol_min,92
alias,vox_reb1_s02_050A_rus1_f,vol_max,92
alias,vox_reb1_s02_050A_rus1_f,limit_count,3
alias,vox_reb1_s02_050A_rus1_f,reverb_send,65535
alias,vox_reb1_s02_050A_rus1_f,occlusion_level,39321
alias,vox_reb1_s02_058A_rus1_f,vol_min,92
alias,vox_reb1_s02_058A_rus1_f,vol_max,92
alias,vox_reb1_s02_058A_rus1_f,limit_count,3
alias,vox_reb1_s02_058A_rus1_f,reverb_send,65535
alias,vox_reb1_s02_058A_rus1_f,occlusion_level,39321
alias,vox_reb1_s02_062A_rus1_f,vol_min,92
alias,vox_reb1_s02_062A_rus1_f,vol_max,92
alias,vox_reb1_s02_062A_rus1_f,limit_count,3
alias,vox_reb1_s02_062A_rus1_f,reverb_send,65535
alias,vox_reb1_s02_062A_rus1_f,occlusion_level,39321
alias,amb_cage_hit,vol_max,94
alias,amb_monkey_chirp,vol_max,94
alias,amb_monkey_chirp_battle,vol_min,90
alias,amb_monkey_chirp_battle,vol_max,94
alias,amb_monkey_chirp_battle,vol_min,90
alias,amb_monkey_chirp_battle,vol_max,94
alias,amb_monkey_die,vol_min,92
alias,amb_monkey_die,vol_max,94
alias,amb_piggy,vol_min,90
alias,amb_piggy,vol_max,93
alias,veh_apc_move_high,vol_min,96
alias,veh_apc_move_high,vol_max,96
alias,veh_apc_idle_low,vol_min,92
alias,veh_apc_idle_low,vol_max,92
alias,mus_plane_escape,vol_min,100
alias,mus_plane_escape,vol_max,100
alias,mus_group15_cuba_drums,start_delay,7561
alias,fly_step_corr_metal_enter,vol_min,94
alias,fly_step_corr_metal_enter,vol_max,94
alias,fly_step_corr_metal,vol_min,95
alias,fly_step_corr_metal,vol_max,95
alias,fly_step_corr_metal_exit,vol_min,95
alias,fly_step_corr_metal_exit,vol_max,95
alias,fly_step_tile_roof_enter,vol_min,95
alias,fly_step_tile_roof_enter,vol_max,95
alias,fly_step_tile_roof,vol_min,95
alias,fly_step_tile_roof,vol_max,95
alias,fly_step_tile_roof_exit,vol_min,95
alias,fly_step_tile_roof_exit,vol_max,95
alias,fly_awning_hit,vol_min,94
alias,fly_awning_hit,vol_max,94
alias,amb_ocean_dist,limit_count,1
alias,amb_wind_shore_l,limit_count,1
alias,amb_wind_shore_r,limit_count,1
alias,amb_wind_dead,limit_count,1
alias,amb_wind_leaves,limit_count,1
alias,amb_birds_gulls,limit_count,2
alias,amb_wind_hi,limit_count,1
alias,mpl_kls_napalm_exlpo,dist_max,7000
alias,mpl_kls_napalm_air,dist_max,4000
alias,mpl_kls_napalm_air,dist_reverb_max,4500
alias,evt_us_airstrike_apex,dist_min,2000
alias,evt_us_airstrike_lfe,dist_min,2000
alias,mpl_turret_startup,dist_reverb_max,1001
alias,mpl_turret_down,dist_reverb_max,1001
alias,mpl_turret_sam_startup,dist_reverb_max,1001
alias,mpl_turret_sam_down,dist_reverb_max,1001
alias,fly_bomb_buttons_npc,vol_min,97
alias,fly_bomb_buttons_npc,vol_max,97
alias,fly_bomb_buttons_npc,dist_min,200
alias,fly_bomb_buttons_npc,dist_max,2500
alias,fly_bomb_buttons_npc,dist_reverb_max,2500
alias,prj_bullet_impact_small_player,vol_min,97
alias,prj_bullet_impact_small_player,vol_max,97
alias,prj_bullet_impact_large_player,vol_max,97
alias,prj_bullet_impact_ap_player,vol_min,97
alias,prj_bullet_impact_ap_player,vol_max,97
alias,prj_bullet_impact_xtreme_player,vol_min,97
alias,prj_bullet_impact_xtreme_player,vol_max,97
alias,prj_bulletspray_impact_small_player,vol_min,97
alias,prj_bulletspray_impact_small_player,vol_max,97
alias,prj_bulletspray_impact_large_player,vol_min,97
alias,prj_bulletspray_impact_large_player,vol_max,97
alias,prj_bolt_impact_player,vol_max,97
alias,fly_qstep_crouch_walk_plr_default,vol_min,10
alias,fly_qstep_crouch_walk_plr_default,vol_max,20
alias,fly_qstep_crouch_walk_plr_bark,vol_min,10
alias,fly_qstep_crouch_walk_plr_bark,vol_max,20
alias,fly_qstep_crouch_walk_plr_brick,vol_min,10
alias,fly_qstep_crouch_walk_plr_brick,vol_max,20
alias,fly_qstep_crouch_walk_plr_carpet,vol_min,10
alias,fly_qstep_crouch_walk_plr_carpet,vol_max,20
alias,fly_qstep_crouch_walk_plr_cloth,vol_min,10
alias,fly_qstep_crouch_walk_plr_cloth,vol_max,20
alias,fly_qstep_crouch_walk_plr_concrete,vol_min,10
alias,fly_qstep_crouch_walk_plr_concrete,vol_max,20
alias,fly_qstep_crouch_walk_plr_dirt,vol_min,10
alias,fly_qstep_crouch_walk_plr_dirt,vol_max,20
alias,fly_qstep_crouch_walk_plr_flesh,vol_min,10
alias,fly_qstep_crouch_walk_plr_flesh,vol_max,20
alias,fly_qstep_crouch_walk_plr_foliage,vol_min,10
alias,fly_qstep_crouch_walk_plr_foliage,vol_max,20
alias,fly_qstep_crouch_walk_plr_glass,vol_min,10
alias,fly_qstep_crouch_walk_plr_glass,vol_max,20
alias,fly_qstep_crouch_walk_plr_grass,vol_min,10
alias,fly_qstep_crouch_walk_plr_grass,vol_max,20
alias,fly_qstep_crouch_walk_plr_gravel,vol_min,10
alias,fly_qstep_crouch_walk_plr_gravel,vol_max,20
alias,fly_qstep_crouch_walk_plr_ice,vol_min,10
alias,fly_qstep_crouch_walk_plr_ice,vol_max,20
alias,fly_qstep_crouch_walk_plr_metal,vol_min,10
alias,fly_qstep_crouch_walk_plr_metal,vol_max,20
alias,fly_qstep_crouch_walk_plr_mud,vol_min,10
alias,fly_qstep_crouch_walk_plr_mud,vol_max,20
alias,fly_qstep_crouch_walk_plr_paper,vol_min,10
alias,fly_qstep_crouch_walk_plr_paper,vol_max,20
alias,fly_qstep_crouch_walk_plr_plaster,vol_min,10
alias,fly_qstep_crouch_walk_plr_plaster,vol_max,20
alias,fly_qstep_crouch_walk_plr_rock,vol_min,10
alias,fly_qstep_crouch_walk_plr_rock,vol_max,20
alias,fly_qstep_crouch_walk_plr_sand,vol_min,10
alias,fly_qstep_crouch_walk_plr_sand,vol_max,20
alias,fly_qstep_crouch_walk_plr_snow,vol_min,10
alias,fly_qstep_crouch_walk_plr_snow,vol_max,20
alias,fly_qstep_crouch_walk_plr_water,vol_min,10
alias,fly_qstep_crouch_walk_plr_water,vol_max,20
alias,fly_qstep_crouch_walk_plr_wood,vol_min,10
alias,fly_qstep_crouch_walk_plr_wood,vol_max,20
alias,fly_qstep_crouch_walk_plr_asphalt,vol_min,10
alias,fly_qstep_crouch_walk_plr_asphalt,vol_max,20
alias,fly_qstep_crouch_walk_plr_ceramic,vol_min,10
alias,fly_qstep_crouch_walk_plr_ceramic,vol_max,20
alias,fly_qstep_crouch_walk_plr_plastic,vol_min,10
alias,fly_qstep_crouch_walk_plr_plastic,vol_max,20
alias,fly_qstep_crouch_walk_plr_rubber,vol_min,10
alias,fly_qstep_crouch_walk_plr_rubber,vol_max,20
alias,fly_qstep_crouch_walk_plr_cushion,vol_min,10
alias,fly_qstep_crouch_walk_plr_cushion,vol_max,20
alias,fly_qstep_crouch_walk_plr_fruit,vol_min,10
alias,fly_qstep_crouch_walk_plr_fruit,vol_max,20
alias,fly_qstep_crouch_walk_plr_paintedmetal,vol_min,10
alias,fly_qstep_crouch_walk_plr_paintedmetal,vol_max,20
alias,fly_qstep_walk_plr_default,vol_min,10
alias,fly_qstep_walk_plr_default,vol_max,20
alias,fly_qstep_walk_plr_bark,vol_min,10
alias,fly_qstep_walk_plr_bark,vol_max,20
alias,fly_qstep_walk_plr_brick,vol_min,10
alias,fly_qstep_walk_plr_brick,vol_max,20
alias,fly_qstep_walk_plr_carpet,vol_min,10
alias,fly_qstep_walk_plr_carpet,vol_max,20
alias,fly_qstep_walk_plr_cloth,vol_min,10
alias,fly_qstep_walk_plr_cloth,vol_max,20
alias,fly_qstep_walk_plr_concrete,vol_min,10
alias,fly_qstep_walk_plr_concrete,vol_max,20
alias,fly_qstep_walk_plr_dirt,vol_min,10
alias,fly_qstep_walk_plr_dirt,vol_max,20
alias,fly_qstep_walk_plr_flesh,vol_min,10
alias,fly_qstep_walk_plr_flesh,vol_max,20
alias,fly_qstep_walk_plr_foliage,vol_min,10
alias,fly_qstep_walk_plr_foliage,vol_max,20
alias,fly_qstep_walk_plr_glass,vol_min,10
alias,fly_qstep_walk_plr_glass,vol_max,20
alias,fly_qstep_walk_plr_grass,vol_min,10
alias,fly_qstep_walk_plr_grass,vol_max,20
alias,fly_qstep_walk_plr_gravel,vol_min,10
alias,fly_qstep_walk_plr_gravel,vol_max,20
alias,fly_qstep_walk_plr_ice,vol_min,10
alias,fly_qstep_walk_plr_ice,vol_max,20
alias,fly_qstep_walk_plr_metal,vol_min,10
alias,fly_qstep_walk_plr_metal,vol_max,20
alias,fly_qstep_walk_plr_mud,vol_min,10
alias,fly_qstep_walk_plr_mud,vol_max,20
alias,fly_qstep_walk_plr_paper,vol_min,10
alias,fly_qstep_walk_plr_paper,vol_max,20
alias,fly_qstep_walk_plr_plaster,vol_min,10
alias,fly_qstep_walk_plr_plaster,vol_max,20
alias,fly_qstep_walk_plr_rock,vol_min,10
alias,fly_qstep_walk_plr_rock,vol_max,20
alias,fly_qstep_walk_plr_sand,vol_min,10
alias,fly_qstep_walk_plr_sand,vol_max,20
alias,fly_qstep_walk_plr_snow,vol_min,10
alias,fly_qstep_walk_plr_snow,vol_max,20
alias,fly_qstep_walk_plr_water,vol_min,10
alias,fly_qstep_walk_plr_water,vol_max,20
alias,fly_qstep_walk_plr_wood,vol_min,10
alias,fly_qstep_walk_plr_wood,vol_max,20
alias,fly_qstep_walk_plr_asphalt,vol_min,10
alias,fly_qstep_walk_plr_asphalt,vol_max,20
alias,fly_qstep_walk_plr_ceramic,vol_min,10
alias,fly_qstep_walk_plr_ceramic,vol_max,20
alias,fly_qstep_walk_plr_plastic,vol_min,10
alias,fly_qstep_walk_plr_plastic,vol_max,20
alias,fly_qstep_walk_plr_rubber,vol_min,10
alias,fly_qstep_walk_plr_rubber,vol_max,20
alias,fly_qstep_walk_plr_cushion,vol_min,10
alias,fly_qstep_walk_plr_cushion,vol_max,20
alias,fly_qstep_walk_plr_fruit,vol_min,10
alias,fly_qstep_walk_plr_fruit,vol_max,20
alias,fly_qstep_walk_plr_paintedmetal,vol_min,10
alias,fly_qstep_walk_plr_paintedmetal,vol_max,20
alias,fly_qstep_crouch_run_plr_default,vol_min,10
alias,fly_qstep_crouch_run_plr_default,vol_max,20
alias,fly_qstep_crouch_run_plr_bark,vol_min,10
alias,fly_qstep_crouch_run_plr_bark,vol_max,20
alias,fly_qstep_crouch_run_plr_brick,vol_min,10
alias,fly_qstep_crouch_run_plr_brick,vol_max,20
alias,fly_qstep_crouch_run_plr_carpet,vol_min,10
alias,fly_qstep_crouch_run_plr_carpet,vol_max,20
alias,fly_qstep_crouch_run_plr_cloth,vol_min,10
alias,fly_qstep_crouch_run_plr_cloth,vol_max,20
alias,fly_qstep_crouch_run_plr_concrete,vol_min,10
alias,fly_qstep_crouch_run_plr_concrete,vol_max,20
alias,fly_qstep_crouch_run_plr_dirt,vol_min,10
alias,fly_qstep_crouch_run_plr_dirt,vol_max,20
alias,fly_qstep_crouch_run_plr_flesh,vol_min,10
alias,fly_qstep_crouch_run_plr_flesh,vol_max,20
alias,fly_qstep_crouch_run_plr_foliage,vol_min,10
alias,fly_qstep_crouch_run_plr_foliage,vol_max,20
alias,fly_qstep_crouch_run_plr_glass,vol_min,10
alias,fly_qstep_crouch_run_plr_glass,vol_max,20
alias,fly_qstep_crouch_run_plr_grass,vol_min,10
alias,fly_qstep_crouch_run_plr_grass,vol_max,20
alias,fly_qstep_crouch_run_plr_gravel,vol_min,10
alias,fly_qstep_crouch_run_plr_gravel,vol_max,20
alias,fly_qstep_crouch_run_plr_ice,vol_min,10
alias,fly_qstep_crouch_run_plr_ice,vol_max,20
alias,fly_qstep_crouch_run_plr_metal,vol_min,10
alias,fly_qstep_crouch_run_plr_metal,vol_max,20
alias,fly_qstep_crouch_run_plr_mud,vol_min,10
alias,fly_qstep_crouch_run_plr_mud,vol_max,20
alias,fly_qstep_crouch_run_plr_paper,vol_min,10
alias,fly_qstep_crouch_run_plr_paper,vol_max,20
alias,fly_qstep_crouch_run_plr_plaster,vol_min,10
alias,fly_qstep_crouch_run_plr_plaster,vol_max,20
alias,fly_qstep_crouch_run_plr_rock,vol_min,10
alias,fly_qstep_crouch_run_plr_rock,vol_max,20
alias,fly_qstep_crouch_run_plr_sand,vol_min,10
alias,fly_qstep_crouch_run_plr_sand,vol_max,20
alias,fly_qstep_crouch_run_plr_snow,vol_min,10
alias,fly_qstep_crouch_run_plr_snow,vol_max,20
alias,fly_qstep_crouch_run_plr_water,vol_min,10
alias,fly_qstep_crouch_run_plr_water,vol_max,20
alias,fly_qstep_crouch_run_plr_wood,vol_min,10
alias,fly_qstep_crouch_run_plr_wood,vol_max,20
alias,fly_qstep_crouch_run_plr_asphalt,vol_min,10
alias,fly_qstep_crouch_run_plr_asphalt,vol_max,20
alias,fly_qstep_crouch_run_plr_ceramic,vol_min,10
alias,fly_qstep_crouch_run_plr_ceramic,vol_max,20
alias,fly_qstep_crouch_run_plr_plastic,vol_min,10
alias,fly_qstep_crouch_run_plr_plastic,vol_max,20
alias,fly_qstep_crouch_run_plr_rubber,vol_min,10
alias,fly_qstep_crouch_run_plr_rubber,vol_max,20
alias,fly_qstep_crouch_run_plr_cushion,vol_min,10
alias,fly_qstep_crouch_run_plr_cushion,vol_max,20
alias,fly_qstep_crouch_run_plr_fruit,vol_min,10
alias,fly_qstep_crouch_run_plr_fruit,vol_max,20
alias,fly_qstep_crouch_run_plr_paintedmetal,vol_min,10
alias,fly_qstep_crouch_run_plr_paintedmetal,vol_max,20
alias,fly_qstep_run_plr_default,vol_min,10
alias,fly_qstep_run_plr_default,vol_max,20
alias,fly_qstep_run_plr_bark,vol_min,10
alias,fly_qstep_run_plr_bark,vol_max,20
alias,fly_qstep_run_plr_brick,vol_min,10
alias,fly_qstep_run_plr_brick,vol_max,20
alias,fly_qstep_run_plr_carpet,vol_min,10
alias,fly_qstep_run_plr_carpet,vol_max,20
alias,fly_qstep_run_plr_cloth,vol_min,10
alias,fly_qstep_run_plr_cloth,vol_max,20
alias,fly_qstep_run_plr_concrete,vol_min,10
alias,fly_qstep_run_plr_concrete,vol_max,20
alias,fly_qstep_run_plr_dirt,vol_min,10
alias,fly_qstep_run_plr_dirt,vol_max,20
alias,fly_qstep_run_plr_flesh,vol_min,10
alias,fly_qstep_run_plr_flesh,vol_max,20
alias,fly_qstep_run_plr_foliage,vol_min,10
alias,fly_qstep_run_plr_foliage,vol_max,20
alias,fly_qstep_run_plr_glass,vol_min,10
alias,fly_qstep_run_plr_glass,vol_max,20
alias,fly_qstep_run_plr_grass,vol_min,10
alias,fly_qstep_run_plr_grass,vol_max,20
alias,fly_qstep_run_plr_gravel,vol_min,10
alias,fly_qstep_run_plr_gravel,vol_max,20
alias,fly_qstep_run_plr_ice,vol_min,10
alias,fly_qstep_run_plr_ice,vol_max,20
alias,fly_qstep_run_plr_metal,vol_min,10
alias,fly_qstep_run_plr_metal,vol_max,20
alias,fly_qstep_run_plr_mud,vol_min,10
alias,fly_qstep_run_plr_mud,vol_max,20
alias,fly_qstep_run_plr_paper,vol_min,10
alias,fly_qstep_run_plr_paper,vol_max,20
alias,fly_qstep_run_plr_plaster,vol_min,10
alias,fly_qstep_run_plr_plaster,vol_max,20
alias,fly_qstep_run_plr_rock,vol_min,10
alias,fly_qstep_run_plr_rock,vol_max,20
alias,fly_qstep_run_plr_sand,vol_min,10
alias,fly_qstep_run_plr_sand,vol_max,20
alias,fly_qstep_run_plr_snow,vol_min,10
alias,fly_qstep_run_plr_snow,vol_max,20
alias,fly_qstep_run_plr_water,vol_min,10
alias,fly_qstep_run_plr_water,vol_max,20
alias,fly_qstep_run_plr_wood,vol_min,10
alias,fly_qstep_run_plr_wood,vol_max,20
alias,fly_qstep_run_plr_asphalt,vol_min,10
alias,fly_qstep_run_plr_asphalt,vol_max,20
alias,fly_qstep_run_plr_ceramic,vol_min,10
alias,fly_qstep_run_plr_ceramic,vol_max,20
alias,fly_qstep_run_plr_plastic,vol_min,10
alias,fly_qstep_run_plr_plastic,vol_max,20
alias,fly_qstep_run_plr_rubber,vol_min,10
alias,fly_qstep_run_plr_rubber,vol_max,20
alias,fly_qstep_run_plr_cushion,vol_min,10
alias,fly_qstep_run_plr_cushion,vol_max,20
alias,fly_qstep_run_plr_fruit,vol_min,10
alias,fly_qstep_run_plr_fruit,vol_max,20
alias,fly_qstep_run_plr_paintedmetal,vol_min,10
alias,fly_qstep_run_plr_paintedmetal,vol_max,20
alias,fly_qstep_sprint_plr_default,vol_min,10
alias,fly_qstep_sprint_plr_default,vol_max,20
alias,fly_qstep_sprint_plr_bark,vol_min,10
alias,fly_qstep_sprint_plr_bark,vol_max,20
alias,fly_qstep_sprint_plr_brick,vol_min,10
alias,fly_qstep_sprint_plr_brick,vol_max,20
alias,fly_qstep_sprint_plr_carpet,vol_min,10
alias,fly_qstep_sprint_plr_carpet,vol_max,20
alias,fly_qstep_sprint_plr_cloth,vol_min,10
alias,fly_qstep_sprint_plr_cloth,vol_max,20
alias,fly_qstep_sprint_plr_concrete,vol_min,10
alias,fly_qstep_sprint_plr_concrete,vol_max,20
alias,fly_qstep_sprint_plr_dirt,vol_min,10
alias,fly_qstep_sprint_plr_dirt,vol_max,20
alias,fly_qstep_sprint_plr_flesh,vol_min,10
alias,fly_qstep_sprint_plr_flesh,vol_max,20
alias,fly_qstep_sprint_plr_foliage,vol_min,10
alias,fly_qstep_sprint_plr_foliage,vol_max,20
alias,fly_qstep_sprint_plr_glass,vol_min,10
alias,fly_qstep_sprint_plr_glass,vol_max,20
alias,fly_qstep_sprint_plr_grass,vol_min,10
alias,fly_qstep_sprint_plr_grass,vol_max,20
alias,fly_qstep_sprint_plr_gravel,vol_min,10
alias,fly_qstep_sprint_plr_gravel,vol_max,20
alias,fly_qstep_sprint_plr_ice,vol_min,10
alias,fly_qstep_sprint_plr_ice,vol_max,20
alias,fly_qstep_sprint_plr_metal,vol_min,10
alias,fly_qstep_sprint_plr_metal,vol_max,20
alias,fly_qstep_sprint_plr_mud,vol_min,10
alias,fly_qstep_sprint_plr_mud,vol_max,20
alias,fly_qstep_sprint_plr_paper,vol_min,10
alias,fly_qstep_sprint_plr_paper,vol_max,20
alias,fly_qstep_sprint_plr_plaster,vol_min,10
alias,fly_qstep_sprint_plr_plaster,vol_max,20
alias,fly_qstep_sprint_plr_rock,vol_min,10
alias,fly_qstep_sprint_plr_rock,vol_max,20
alias,fly_qstep_sprint_plr_sand,vol_min,10
alias,fly_qstep_sprint_plr_sand,vol_max,20
alias,fly_qstep_sprint_plr_snow,vol_min,10
alias,fly_qstep_sprint_plr_snow,vol_max,20
alias,fly_qstep_sprint_plr_water,vol_min,10
alias,fly_qstep_sprint_plr_water,vol_max,20
alias,fly_qstep_sprint_plr_wood,vol_min,10
alias,fly_qstep_sprint_plr_wood,vol_max,20
alias,fly_qstep_sprint_plr_asphalt,vol_min,10
alias,fly_qstep_sprint_plr_asphalt,vol_max,20
alias,fly_qstep_sprint_plr_ceramic,vol_min,10
